id,meters,price,rooms,dealer,title,location,district
41ttH,46.53,Zapytajocenę,2,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 41,"['Lublin', 'Wrotków']",Wrotków
41ttt,65.01,Zapytajocenę,4,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 40,"['Lublin', 'Wrotków']",Wrotków
41tt9,42.10,Zapytajocenę,2,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 24,"['Lublin', 'Wrotków']",Wrotków
41tre,36.78,Zapytajocenę,2,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 23,"['Lublin', 'Wrotków']",Wrotków
41tr9,31.22,Zapytajocenę,1,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 22,"['Lublin', 'Wrotków']",Wrotków
42nc6,87.70,559000,4,MetrohouseLublin,Apartament w Metropolitan Park w Lublinie,"['Lublin', 'LSM']",LSM
42hMz,35.87,215220,2,FRANCZEWSKANieruchomościs.c.,Nowa inwestycja na osiedlu Bronowice,"['os.', 'Zana']",Zana
42hMy,48.83,283214,3,FRANCZEWSKANieruchomościs.c.,Wakacyjna obniżka cen,"['Lublin', 'Wrotków']",Wrotków
42hMv,62.49,368066.10,4,FRANCZEWSKANieruchomościs.c.,Wakacyjna obniżka cen,"['Lublin', 'Wrotków']",Wrotków
42hMw,66.02,388857.80,4,FRANCZEWSKANieruchomościs.c.,"Mieszkanie, 66,02 m², Lublin","['Lublin', 'Wrotków']",Wrotków
42hMu,45.66,268937.40,2,FRANCZEWSKANieruchomościs.c.,"Mieszkanie, 45,66 m², Lublin","['Lublin', 'Wrotków']",Wrotków
42hMt,45.15,265933.50,2,FRANCZEWSKANieruchomościs.c.,"Mieszkanie, 45,15 m², Lublin","['Lublin', 'Wrotków']",Wrotków
42hMr,54,318060,3,FRANCZEWSKANieruchomościs.c.,"Mieszkanie, 54 m², Lublin","['Lublin', 'Wrotków']",Wrotków
42hMp,64.83,379255.50,4,FRANCZEWSKANieruchomościs.c.,"Mieszkanie, 64,83 m², Lublin","['Lublin', 'Wrotków']",Wrotków
42hMm,42.58,246964,2,FRANCZEWSKANieruchomościs.c.,"Mieszkanie, 42,58 m², Lublin","['Lublin', 'Wrotków']",Wrotków
42hMk,64.99,363294.10,3,FRANCZEWSKANieruchomościs.c.,Nowa inwestycja na Wrotkowie,"['Lublin', 'Wrotków']",Wrotków
42hMi,121.13,754640,4,FRANCZEWSKANieruchomościs.c.,Nowa inwestycja o podwyższonym standardzie,"['Lublin', 'Szerokie']",Szerokie
42hMj,57.34,320530.60,3,FRANCZEWSKANieruchomościs.c.,Nowa inwestycja na Wrotkowie,"['Lublin', 'Wrotków']",Wrotków
42hMe,48.15,322650,2,FRANCZEWSKANieruchomościs.c.,2 pokojowe mieszkanie na os. Szerokie,"['Lublin', 'Szerokie']",Szerokie
42hJw,76.86,376614,4,FRANCZEWSKANieruchomościs.c.,4 pokojowe mieszkanie na Felinie,"['Lublin', 'Felin']",Felin
42hJv,62.70,326040,3,FRANCZEWSKANieruchomościs.c.,"3 pokojowe mieszkanie 62,70m2 Felin","['Lublin', 'Felin']",Felin
42hJu,53.47,283391,2,FRANCZEWSKANieruchomościs.c.,"3 pokojwe mieszkanie 53,47m2 Felin","['Lublin', 'Felin']",Felin
42hJt,47.90,263450,2,FRANCZEWSKANieruchomościs.c.,Nowa inwestycja na Felinie!,"['Lublin', 'Felin']",Felin
42hJr,72.82,378664,4,FRANCZEWSKANieruchomościs.c.,Nowa inwestycja na Felinie!,"['Lublin', 'Felin']",Felin
42hJs,57.25,303425,3,FRANCZEWSKANieruchomościs.c.,Nowa inwestycja na Felinie!,"['Lublin', 'Felin']",Felin
42hJp,53.65,284345,3,FRANCZEWSKANieruchomościs.c.,Nowa inwestycja na Felinie!,"['Lublin', 'Felin']",Felin
42hJq,76.86,376614,4,FRANCZEWSKANieruchomościs.c.,Nowa inwestycja na Felinie!,"['Lublin', 'Felin']",Felin
42hJn,64.45,331917.50,4,FRANCZEWSKANieruchomościs.c.,"Mieszkanie, 64,45 m², Lublin","['Lublin', 'Felin']",Felin
42hJo,60.72,315744,4,FRANCZEWSKANieruchomościs.c.,Nowa inwestycja na Felinie!,"['Lublin', 'Felin']",Felin
42nyd,107.94,582876,4,3KLUCZEs.c.,"Mieszkanie, 107,94 m², Lublin","['Lublin', 'Bronowice']",Bronowice
41rCp,40.04,220220,2,3KLUCZEs.c.,"Mieszkanie, 40,04 m², Lublin","['Lublin', 'Felin']",Felin
41rt2,60,440000,3,BiuroNieruchomościKWADRAT,3 pokoje / Ponikwoda / 60 m2,"['Lublin', 'Ponikwoda']",Ponikwoda
41rrR,33,214500,1,BiuroNieruchomościKWADRAT,Kawalerka 33m2 Na Wrotkowie!,"['Lublin', 'Wrotków']",Wrotków
41ros,51.46,303614,3,3KLUCZEs.c.,"Mieszkanie, 51,46 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41rot,59.09,348631,3,3KLUCZEs.c.,"Mieszkanie, 59,09 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41ror,59.09,348631,3,3KLUCZEs.c.,"Mieszkanie, 59,09 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41roq,37.13,224636.50,2,3KLUCZEs.c.,"Mieszkanie, 37,13 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41roo,51.46,303614,3,3KLUCZEs.c.,"Mieszkanie, 51,46 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41rom,59.09,348631,3,3KLUCZEs.c.,"Mieszkanie, 59,09 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41rol,37.13,224636.50,2,3KLUCZEs.c.,"Mieszkanie, 37,13 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41roj,44.11,266865.50,2,3KLUCZEs.c.,"Mieszkanie, 44,11 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41rkz,103,575000,3,HappyHome,Dwupoziomowy apartament na Wrotkowie,"['Lublin', 'Wrotków']",Wrotków
41rfQ,45,241500,2,Arena,2 pokoje Lublin Czechów ul. Koncertowa,"['Czechów', 'Górny']",Górny
41rcO,59.40,315000,3,ElżbietaLiberdaLexPerfectaKancelariaRadcyPrawnegoiBiuroNieruchomości,Osiedle Chopina - Czechów - 3 pokoje!,"['Lublin', 'Czechów']",Czechów
41rcB,43,265000,2,BESTHOUSENieruchomości,"Mieszkanie, 43 m², Lublin","['Lublin', 'lubelskie']",lubelskie
41r7K,51.46,303614,3,3KLUCZEs.c.,"Mieszkanie, 51,46 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41r7I,59.09,348631,3,3KLUCZEs.c.,"Mieszkanie, 59,09 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41r7E,51.46,303614,3,3KLUCZEs.c.,"Mieszkanie, 51,46 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41r7A,59.09,348631,3,3KLUCZEs.c.,"Mieszkanie, 59,09 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41r6E,54.85,363000,2,HappyHome,2-pokojowe mieszkanie + Garaż na Ponikwodzie,"['Lublin', 'Ponikwoda']",Ponikwoda
41qVG,59,315000,3,BiuroNieruchomościKWADRAT,"3 pokoje, Czechów, 59m2","['Lublin', 'Czechów']",Czechów
41qvP,56.36,220000,2,LubelskieNieruchomości-Drabik,"Mieszkanie 2 pokoje z kominkiem, Dziesiąta, Lublin","['Lublin', 'Dziesiąta']",Dziesiąta
41qwF,65.15,450000,3,FreedomNieruchomościFranczyza,Mieszkanie z garażem ul. Ogrodowa,"['Lublin', 'Śródmieście']",Śródmieście
41qo9,56.36,370000,2,4tepiętro,"Miasteczko Akademickie, 2 pokoje, 56m2, od zaraz!","['Lublin', 'Śródmieście']",Śródmieście
41b0c,148,835000,5,Ofertaprywatna,Inne niż wszystkie.Drugiego takiego nie znajdziesz,"['Stare', 'Miasto']",Miasto
41nMq,36.25,299000,1,LOGOINVEST,36 m - Prusa bardzo dobra lokalizacja pod wynajem,"['Lublin', 'Centrum']",Centrum
41bKC,46,356000,2,HERMESHOUSE,"Mieszkanie, 46 m², Lublin","['Lublin', 'Czuby']",Czuby
41bFR,65,500000,3,BiuroNieruchomościKWADRAT,Przestronne 3 pokoje w centrum,"['Lublin', 'Śródmieście']",Śródmieście
41a12,45.70,289000,2,HOME-TRADER,Baśniowa 8- Atrakcyjne mieszkanie 2 pokojowe na 1,"['Rogatka', 'Warszawska']",Warszawska
419Bt,78.90,575000,4,FRANCZEWSKANieruchomościs.c.,3-4 pokoje Słoneczny Wrotków,"['Lublin', 'lubelskie']",lubelskie
419fv,97.06,499000,5,4tepiętro,"Czuby, Poręba idealne dla rodziny! gotowe!","['Lublin', 'Czuby']",Czuby
4198K,50,389000,2,HomeBrokerS.A.,"Mieszkanie, 50 m², Lublin","['Lublin', 'Śródmieście']",Śródmieście
418QL,46.51,274409,3,CLIVUSNieruchomości,Lublin Apartamenty okol. Centrum i Starego Miasta,"['Lublin', 'Kośminek']",Kośminek
418JA,80,450000,4,4tepiętro,"Czechów, 80m2, Gotowe do wprowadzenia!","['Lublin', 'Czechów']",Czechów
418sp,49,289000,3,WMNieruchomości,3 pokoje po remoncie na Wrotkowie.,"['Lublin', 'Wrotków']",Wrotków
4180W,81.90,520000,3,BIGCITYBROKER,Najlepszy sposób by zamieszkać ekskluzywnie,"['Lublin', 'Czuby']",Czuby
4180v,71.54,745000,4,HomeBrokerS.A.,"Mieszkanie, 71,54 m², Lublin","['Lublin', 'Wieniawa']",Wieniawa
417SY,33.17,189000,2,Alfahouse,przestronne 2 pokoje przy Koncertowej,"['Czechów', 'Górny']",Górny
417MY,29.23,189995,1,M-HOUSENieruchomości,"Mieszkanie 29,23m2; Lublin, Sławin","['Lublin', 'lubelskie']",lubelskie
417kx,57,399000,3,WMNieruchomości,"Super lokalizacja, ścisłe Centrum 3 pok 57 mkw.","['Lublin', 'Śródmieście']",Śródmieście
4176H,54,351000,2,InvestorNieruchomościFranchise,Mieszkanie 2 pokojowe w kamienicy. Lublin Śródmieś,"['Lublin', 'Śródmieście']",Śródmieście
4176x,76.72,440000,3,InvestorNieruchomościFranchise,Mieszkanie 3 pokojowe w Lublinie na Czubach.,"['Lublin', 'Czuby']",Czuby
416Kd,38.10,255000,2,HomeBrokerS.A.,"Mieszkanie, 38,10 m², Lublin","['Lublin', 'Bronowice']",Bronowice
416K5,55,299000,2,HomeBrokerS.A.,"Mieszkanie, 55 m², Lublin","['Lublin', 'Czechów']",Czechów
416E7,89.20,590000,3,3KLUCZEs.c.,Apartament Lsm,"['os.', 'Konopnickiej']",Konopnickiej
416vO,54,349000,2,WłasnyKąt,Mieszkanie 54mkw w Centrum Lublina,"['Lublin', 'Śródmieście']",Śródmieście
416qL,76.72,440000,3,BiuroNieruchomościKWADRAT,3 pokoje Czuby,"['Lublin', 'Czuby']",Czuby
415VM,74,599000,3,BiuroNieruchomościKWADRAT,Komfortowe 3 pokoje 74m2 Wileńska - nowsze budowni,"['Lublin', 'LSM']",LSM
414yB,49,340000,2,BiuroNieruchomościKWADRAT,Nowoczesne mieszkanie w Śródmieściu! - 49m2,"['Lublin', 'Śródmieście']",Śródmieście
414y2,76.72,436000,3,geoDOMNieruchomości,Trzypokojowe mieszkanie na osiedlu Poręba.,"['Lublin', 'Czuby']",Czuby
42pAw,53.11,385000,3,MetrohouseLublin,Czuby_nowoczesne_trzy pokoje_do wejścia od zaraz,"['Lublin', 'Czuby']",Czuby
422DC,56.49,338900,3,Ofertaprywatna,"Mieszkanie 56,49 m2, Poręba, Czuby, OKAZJA !!!","['Lublin', 'Czuby']",Czuby
423FK,30.80,219000,1,VISUMNIERUCHOMOŚCI,Mieszkanie Sprzedaż Lublin Kalinowszczyzna,"['Lublin', 'Kalinowszczyzna']",Kalinowszczyzna
41GJN,66,429000,3,BiuroNieruchomościKWADRAT,Szerokie 3 pokoje z ogródkiem i garażem!,"['Lublin', 'Szerokie']",Szerokie
41GJF,57,210000,2,BiuroNieruchomościKWADRAT,2 pokoje na Bronowicach,"['Lublin', 'Bronowice']",Bronowice
41GDD,44.29,350000,2,M-HOUSENieruchomości,"Lublin, Centrum mieszkanie 44,29m2, 2pok.","['Lublin', 'Centrum']",Centrum
41Gnh,37,245000,2,HERMESHOUSE,Dwa pokoje na osiedlu Piastowskim,"['Lublin', 'LSM']",LSM
41reJ,59.40,315000,3,HappyHome,Trzypokojowe mieszkanie na Czechowie,"['Czechów', 'Górny']",Górny
41GjT,52,309000,2,HERMESHOUSE,Słoneczne dwa pokoje na Węglinie!,"['Lublin', 'Czuby']",Czuby
41GhZ,75,790000,3,FRANCZEWSKANieruchomościs.c.,Nowoczesny 3 pokojowy apartament w Centrum,"['Lublin', 'Śródmieście']",Śródmieście
41Gbl,34.60,235000,2,BiuroNieruchomościKWADRAT,Lsm os. Słowackiego / 2 oddzielne pokoje,"['Lublin', 'LSM']",LSM
41FQw,58.64,387024,3,K&MEstates,*Nowa Inwestycja * Sławinek,"['Lublin', 'Sławinek']",Sławinek
41FNH,26.99,165000,1,HomeBrokerS.A.,"Mieszkanie, 26,99 m², Lublin","['Lublin', 'Tatary']",Tatary
41FMu,48.88,322608,2,K&MEstates,*Nowa Inwestycja * Sławinek,"['Lublin', 'Sławinek']",Sławinek
41FDI,87.04,404736,3,PrestigeBroker,"Mieszkanie dwupoziomowe deweloperskie,Nowa Cena","['Lublin', 'Węglin']",Węglin
41FoO,36.30,219615,2,3KLUCZEs.c.,"Mieszkanie, 36,30 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41FoN,48.33,285147,3,3KLUCZEs.c.,"Mieszkanie, 48,33 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41FoM,41.98,253979,2,3KLUCZEs.c.,"Mieszkanie, 41,98 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41FoL,37.74,228327,2,3KLUCZEs.c.,"Mieszkanie, 37,74 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41FoK,37.73,228266.50,2,3KLUCZEs.c.,"Mieszkanie, 37,73 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41FoI,59.84,353056,3,3KLUCZEs.c.,"Mieszkanie, 59,84 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41Ffm,59.75,440000,3,FRANCZEWSKANieruchomościs.c.,"3 pokoje 59,75m2 Lublin Bazylianówka","['Lublin', 'Bazylianówka']",Bazylianówka
41edv,64.12,450000,3,4tepiętro,Nowe 3 pokoje w Sky House!,"['Lublin', 'Czuby']",Czuby
40Vh4,59.50,330000,3,WłasnyKąt,"Mieszkanie 3 pokoje 59,5m2 Węglin","['Lublin', 'Węglinek']",Węglinek
41F1y,67.45,397955,4,4tepiętro,"Nowe mieszkanie, 67m2, 4P+Ak, balkon 17m2, Czuby","['Lublin', 'Węglinek']",Węglinek
41F0p,40.85,247142.50,2,4tepiętro,"Nowe mieszkanie, 41m2, 2P+Ak, Lublin, Czuby","['Lublin', 'Węglinek']",Węglinek
41F0f,47.40,289000,3,InvestorNieruchomościFranchise,Mieszkanie 3-pokojowe na Lsm.,"['Lublin', 'LSM']",LSM
41Vnn,76,460000,3,Ofertapośrednika,"Mieszkanie w Śródmieściu, ścisłe Centrum Lublina","['Lublin', 'Centrum']",Centrum
3vbzO,130,615000,4,ExpressHouse,"Mieszkanie, 130 m², Lublin","['Lublin', 'Czechów']",Czechów
3rDxy,101.95,799000,3,ExpressHouse,Apartament w centrum Lublina wysoki standard,"['Lublin', 'Śródmieście']",Śródmieście
42rHa,48.30,299900,4,MetrohouseLublin,"Mieszkanie idealne na wynajem, blisko UMCS KUL UP","['Lublin', 'Czechów']",Czechów
42nOB,44.40,350000,3,Ofertaprywatna,Modnie urządzone mieszkanie z pięknym widokiem !!!,"['Lublin', 'Czuby']",Czuby
42kZe,59.47,350873,3,3KLUCZEs.c.,"Mieszkanie, 59,47 m², Lublin","['Lublin', 'Węglinek']",Węglinek
42kZb,59.47,344926,3,3KLUCZEs.c.,"Mieszkanie, 59,47 m², Lublin","['Lublin', 'Węglinek']",Węglinek
416Gh,43.21,269900,2,,Mieszkanie ul. Cyrkoniowa-KLUCZE WRZESIEŃ 2019,"['Lublin', 'Czuby']",Czuby
41enY,79,469000,3,,"Mieszkanie u. Orkana, 3 /4 Pokoje, niski czynsz","['Lublin', 'Czuby']",Czuby
42kPw,124,579000,5,WGNBiuroNieruchomościLublin,"Mieszkanie, 124 m², Lublin","['Lublin', 'Centrum']",Centrum
42kP3,61,319000,3,HERMESHOUSE,Trzy pokoje na Bronowicach do wejścia,"['Lublin', 'Bronowice']",Bronowice
41CO0,49,330000,3,,"Mieszkanie (M3) 49m2, centrum, osiedle zamknięte !","['Lublin', 'Wieniawa']",Wieniawa
42kN9,54,270000,3,CLIVUSNieruchomości,"Lubin, Czuby Węglinek - Okazja - Nowe Budownictwo","['Lublin', 'Czuby']",Czuby
425rj,39.93,217000,2,,"Mieszkanie 2 pok. 39,77 m2","['Lublin', 'Czuby']",Czuby
3Zi2v,54,351000,2,,"Sprzedam mieszkanie w kamienicy, blisko centrum","['Lublin', 'Centrum']",Centrum
3Yqri,70,459000,3,,"Mieszkanie sprzedaż, Lsm, 70m2, tuż przy wąwozie !","['Lublin', 'LSM']",LSM
41nHu,68.30,250000,3,,"Bronowice, mieszkanie plus warsztat","['Lublin', 'lubelskie']",lubelskie
42dIQ,36.30,263000,2,,"Lsm, 2 pokoje, 36,3 mkw, p. 1/4","['Lublin', 'LSM']",LSM
42eHG,36.10,257000,2,,"Lsm, 2 pokoje, 36 mkw, p. 4/4","['Lublin', 'LSM']",LSM
42joe,31,220000,1,,Kawalerka na Bronowicach,"['Lublin', 'Bronowice']",Bronowice
3PQBO,48.59,249000,2,,"Mieszkanie, 48,59 m², Lublin","['Lublin', 'Bronowice']",Bronowice
42kmP,40,230000,2,CLIVUSNieruchomości,2 Pokoje Na Już ! Centrum Lublin Okazja Deweloper,"['Lublin', 'Śródmieście']",Śródmieście
42kmO,35,230000,1,CLIVUSNieruchomości,Ostatnia wolna Kawalerka na już ! Okazja Deweloper,"['Lublin', 'Śródmieście']",Śródmieście
42dKi,52,350000,2,,"2 pokoje z balkonem, Miasteczko Akademickie","['Lublin', 'Wieniawa']",Wieniawa
42klH,70,420000,3,InvestorNieruchomościFranchise,Piękne trzypokojowe mieszkanie. Ul. Bursztynowa,"['Lublin', 'Czuby']",Czuby
42klG,54.40,376000,2,InvestorNieruchomościFranchise,Mieszkanie dwupokojowe na Czubach.,"['Lublin', 'Czuby']",Czuby
42klE,44,317000,2,InvestorNieruchomościFranchise,Piękne dwupokojowe mieszkanie na Ponikwodzie.,"['Lublin', 'Ponikwoda']",Ponikwoda
42kk9,64.29,366453,3,WIKANAS.A.,"3 pokoje + AK , Wrotków, Os. Marina Etap B4-B5","['Lublin', 'Wrotków']",Wrotków
3QjE4,70,420000,3,Ofertaprywatna,"Mieszkanie ul. Bursztynowa 31,Lublin, bezpośrednio","['Lublin', 'Czuby']",Czuby
3VYvA,64.93,382437.70,4,NieruchomościLalakPropertiesSpzo.o.SKA,"Diamentowe Wzgórze Nowe Mieszkania, Blok D","['Lublin', 'Wrotków']",Wrotków
3VYuY,62.49,368066.10,3,NieruchomościLalakPropertiesSpzo.o.SKA,"Diamentowe Wzgórze Nowe Mieszkania, Blok D","['Lublin', 'Wrotków']",Wrotków
3VYt6,63.66,372411,4,NieruchomościLalakPropertiesSpzo.o.SKA,"Diamentowe Wzgórze Nowe Mieszkania, Blok D","['Lublin', 'Wrotków']",Wrotków
3VVyg,106.70,519000,4,KancelariaFinansowaKrzysztofNieznaj,Mieszkanie na Botaniku,"['Lublin', 'Sławin']",Sławin
3VWGY,47,245000,3,HERMESHOUSE,Przestronne 3 pokoje na Tatarach.,"['Lublin', 'Tatary']",Tatary
3VWFq,42.43,246094,2,NieruchomościLalakPropertiesSpzo.o.SKA,"Diamentowe Wzgórze Nowe Mieszkania, Blok D","['Lublin', 'Wrotków']",Wrotków
3VWBq,64.83,379255.50,4,NieruchomościLalakPropertiesSpzo.o.SKA,"Diamentowe Wzgórze Nowe Mieszkania, Blok D","['Lublin', 'Wrotków']",Wrotków
3VWvU,42.43,246094,2,NieruchomościLalakPropertiesSpzo.o.SKA,"Diamentowe Wzgórze Nowe Mieszkania, Blok D","['Lublin', 'Wrotków']",Wrotków
3VWqQ,63.66,372411,4,NieruchomościLalakPropertiesSpzo.o.SKA,"Diamentowe Wzgórze Nowe Mieszkania, Blok D","['Lublin', 'Wrotków']",Wrotków
3VWn2,42.43,246094,2,NieruchomościLalakPropertiesSpzo.o.SKA,"Diamentowe Wzgórze Nowe Mieszkania, Blok D","['Lublin', 'Wrotków']",Wrotków
3VWmk,64.83,381848.70,4,NieruchomościLalakPropertiesSpzo.o.SKA,"Diamentowe Wzgórze Nowe Mieszkania, Blok D","['Lublin', 'Wrotków']",Wrotków
3VQ7a,80,420000,3,PrestigePropertySp.zo.o.,"Mieszkanie, 80 m², Lublin","['Lublin', 'Centrum']",Centrum
3WwQo,92.25,489000,4,Arena,"4/5 pok Lsm Zana, do wejścia!!!","['Lublin', 'LSM']",LSM
3VIcA,101.95,810000,4,Lokum,"Lublin, Śródmieście,Apartament","['Lublin', 'Śródmieście']",Śródmieście
3VI5i,65.65,465000,3,BiuroNieruchomościKWADRAT,Piękne i funkcjonalne mieszkanie na Węglinie,"['Lublin', 'Węglinek']",Węglinek
3VylS,108.84,475000,3,3KLUCZEs.c.,Klimatyczne dwa poziomy Centrum,"['Lublin', 'Centrum']",Centrum
3UghS,48.18,255354,2,Arena,"Mieszkanie, 48,18 m², Lublin","['Lublin', 'Felin']",Felin
3Vwmc,27,79000,1,Lokum,Kawalerka Na Wspólnej,"['Lublin', 'Bronowice']",Bronowice
3VrZq,35.87,215220,2,CLIVUSNieruchomości,Lublin Okolice Śródmieścia Ostatnie Mieszkania !,"['Lublin', 'Śródmieście']",Śródmieście
3VrKc,129.10,850000,6,3KLUCZEs.c.,Apartament z antresolą w Śródmieściu,"['Stare', 'Miasto']",Miasto
3VrJV,65,259000,2,3KLUCZEs.c.,2 pokoje w Centrum,"['Lublin', 'Centrum']",Centrum
3VpBG,41.53,251256.50,2,4tepiętro,"Nowe mieszkanie, 2 pokoje, 42m2, Czuby, Lublin","['Lublin', 'Węglinek']",Węglinek
3VpbO,62.86,370874,3,4tepiętro,"Nowe mieszkanie, 3P, 63m2, ogródek 87m2, Czuby","['Lublin', 'Węglinek']",Węglinek
3VpbC,62.86,386589,3,4tepiętro,"Nowe mieszkanie, 3P + K, 63m2, balkon 34m2, Czuby","['Lublin', 'Węglinek']",Węglinek
41RoU,55,290000,3,CLIVUSNieruchomości,"Lublin, Czuby ul. Kwarcowa","['Lublin', 'Czuby']",Czuby
41RoV,46,245000,2,CLIVUSNieruchomości,"Lublin, Czuby ul. Kwarcowa","['Lublin', 'Czuby']",Czuby
41RoS,46,235000,2,CLIVUSNieruchomości,"Lublin, Czuby ul. Kwarcowa","['Lublin', 'Czuby']",Czuby
41RaI,45.67,359000,2,4tepiętro,"Nowe! Czuby, 2 pokoje, 46m2, bez Pcc","['Lublin', 'Czuby']",Czuby
41Qsm,45,211500,2,CLIVUSNieruchomości,"Lubin, Czuby Węglinek - Okazja - Nowe Budownictwo","['Lublin', 'Czuby']",Czuby
41Qm7,60.18,380000,3,StrefaM,*ogródek*nowoczesne*do zamieszkania*garaż*,"['Lublin', 'Wrotków']",Wrotków
417zL,104.20,495000,5,MetrohouseLublin,Przestronne mieszkanie ul. Sławin 104 m2 z ogrodem,"['Lublin', 'Sławinek']",Sławinek
40c7S,30.65,239000,2,PółnocNieruchomościFranczyza,Po generalnym remoncie dla pary lub singla,"['Lublin', 'Bronowice']",Bronowice
41IEw,84,383000,5,PółnocNieruchomościFranczyza,"Słoneczne, przestronne mieszkanie na Czechowie","['Lublin', 'Czechów']",Czechów
41PBJ,88,422000,4,HERMESHOUSE,4 pokoje na Bronowicach,"['Lublin', 'Bronowice']",Bronowice
41PBH,52,329000,3,HERMESHOUSE,Trzypokojowe mieszkanie na Porębie,"['Lublin', 'Czuby']",Czuby
41PBF,82,409000,3,HERMESHOUSE,Słoneczne trzy pokoje na Żołnierskiej,"['Lublin', 'Sławinek']",Sławinek
41Pve,68.50,389000,3,HERMESHOUSE,Trzypokojowe mieszkanie- Czuby,"['Lublin', 'Czuby']",Czuby
41Pvc,54,340000,2,HERMESHOUSE,"Dwa słoneczne pokoje, Czuby!","['Lublin', 'Czuby']",Czuby
41Pvd,55,369000,3,HERMESHOUSE,Trzy pokoje Lsm- generalny remont,"['Lublin', 'LSM']",LSM
3ZKHu,85,445000,4,LubelskieMieszkania,"Mieszkanie, 4 pok, 85m2, 3 piętro, Węglin","['Lublin', 'Węglinek']",Węglinek
41Pn9,51.60,329000,3,HappyHome,"3-pokoje na Czubach, idealne dla rodziny","['Lublin', 'Czuby']",Czuby
41Pk0,54.10,395000,2,PrestigeBroker,2 Pokoje Czuby - Szczytowa,"['Lublin', 'Czuby']",Czuby
41PfM,51.60,329000,3,VISUMNIERUCHOMOŚCI,"Czuby, 3 pokoje do wejścia","['Lublin', 'Czuby']",Czuby
40BYU,16.72,135000,1,BIGCITYBROKER,17 kawalerka w centrum Lublina.,"['Lublin', 'Centrum']",Centrum
40Ozw,88.50,464000,4,BIGCITYBROKER,"Ul. Śmiałego, Lsm, 89 Mkw, 4 Pok, Blok 2000 r.","['Lublin', 'LSM']",LSM
41HPo,36.50,215000,1,BIGCITYBROKER,"37 Mkw, Ul. Króla Rogera, Czechów","['Czechów', 'Górny']",Górny
41P5w,70,420000,3,BiuroNieruchomościKWADRAT,3 Oddzielne Pokoje Na Czubach Blok z 2000 r.,"['Lublin', 'Czuby']",Czuby
41P18,45.30,229000,2,LubelskieMieszkania,"Mieszkanie po remoncie, do zamieszkania, Lublin","['Lublin', 'Zadębie']",Zadębie
3LBXq,49.41,266814,2,ExpressHouse,"Mieszkanie, 49,41 m², Lublin","['Lublin', 'Dziesiąta']",Dziesiąta
41nNE,55,269000,2,ExpressHouse,Duże możliwości aranżacji 3/4 pokoje,"['Lublin', 'Bronowice']",Bronowice
3Rp5m,18.90,215572,1,ExpressHouse,Wykończone wyposażone mieszkanie z gwarancją najmu,"['Lublin', 'Śródmieście']",Śródmieście
3W6Wq,72.40,285000,3,ExpressHouse,"Mieszkanie, 72,40 m², Lublin","['Lublin', 'Śródmieście']",Śródmieście
42kR1,61.20,365000,3,Ofertaprywatna,Mieszkanie przy Uniwersytecie Medycznym,"['Lublin', 'Czechów']",Czechów
3Qv24,50.59,249000,2,PółnocNieruchomościFranczyza,"2(3) pokoje, Bronowice, Balkon.","['Lublin', 'Bronowice']",Bronowice
41sx2,29.50,171100,2,Arena,29m 2 pokoje w zmodernizowanej kamienicy,"['Lublin', 'Dziesiąta']",Dziesiąta
3QbwV,32.20,280000,2,Ofertaprywatna,Mieszkanie na Kleeberga,"['Lublin', 'Kalinowszczyzna']",Kalinowszczyzna
3SXvM,65,399000,3,MGNieruchomości,Trzypokojowe Czuby,"['Lublin', 'Czuby']",Czuby
41XmT,60.80,380000,2,BESTHOUSENieruchomości,"Mieszkanie, 60,80 m², Lublin","['Lublin', 'Wrotków']",Wrotków
41XlE,33.50,85000,2,Arena,2 pokoje Lublin Bronowice,"['Lublin', 'Bronowice']",Bronowice
41Xd9,58,330000,4,HERMESHOUSE,"Cztery pokoje, bliski Czechów","['Lublin', 'Czechów']",Czechów
41Xd7,60.18,380000,3,HERMESHOUSE,Mieszkanie z ogródkiem na Wrotkowie,"['Lublin', 'Wrotków']",Wrotków
